№ п/п;Штрих-код партии;Наименование товара;Поставщик;Дата приходного документа;Номер приходного документа;Дата накладной;Номер накладной;Кол-во;Сумма в закупочных ценах без НДС;Ставка НДС поставщика;Сумма НДС;Сумма в закупочных ценах с НДС
4280;2,00454E+11;Товар_2656;ИП «Захаров-Тарасова»;30.11.2021;2171987.376453701;26.11.2021;nn-338/15;0.439440215;650.69;10.0;65.18;719.87
4716;2,01551E+11;Товар_5840;РАО «Зимин-Мельников»;21.09.2021;16000840.8;09.09.2021;nn-339/15;9.400973253;1284.11;10.0;151.82;1448.32
2343;2,01177E+11;Товар_2366;ОАО «Громова, Осипова и Алексеев»;13.08.2021;6894778.551639859;22.08.2021;nn-340/15;2.851410924;1314.0;10.0;122.86;1468.05
2747;2,01219E+11;Товар_3767;ЗАО «Дементьева, Богданов и Голубева»;23.05.2021;6736239.47946954;29.07.2021;nn-341/15;3.552489215;480.51;10.0;101.17;557.03
2557;2,0034E+11;Товар_4502;Поляков Инкорпорэйтед;29.05.2021;2018746.4979193688;17.09.2021;nn-342/15;4.700404097;74.88;10.0;14.82;87.07
4435;2,00816E+11;Товар_1647;Транслом;13.03.2021;3876080.757456316;17.12.2020;nn-343/15;1.783315351;214.94;10.0;дек.74;222.41
946;2,00996E+11;Товар_1062;Суворов и партнеры;19.04.2021;4076725.166983252;23.04.2021;nn-344/15;2.188439985;164.69;10.0;21.85;178.35
4764;2,00204E+11;Товар_4518;Шаров Лтд;29.07.2020;2002350.0745832368;25.10.2020;nn-345/15;9.235070363;291.73;10.0;25.49;321.34
4005;2,00571E+11;Товар_2048;ЗАО «Макаров»;04.05.2021;2094007.01372648;01.06.2021;nn-346/15;3.282951695;547.09;10.0;86.26;618.98
655;2,01146E+11;Товар_3266;ОАО «Носова»;07.11.2020;7321287.585234997;18.11.2020;nn-347/15;1.226980235;380.75;10.0;108.46;447.3
3855;2,0037E+11;Товар_471;ЮниКредит Банк (UniCredit);26.11.2021;2007480.9488742584;29.11.2021;nn-348/15;1.469345556;461.74;10.0;окт.69;476.17
194;2,00682E+11;Товар_692;Московская биржа ММВБ-РТС;12.05.2021;2284917.1635422804;15.07.2021;nn-349/15;0.155182611;1183.62;10.0;74.83;1314.16
2626;2,01207E+11;Товар_3367;ОАО «Волков Гордеева»;18.01.2021;5691800.704889011;21.02.2021;nn-350/15;11.600581608;819.63;10.0;40.52;876.05
4282;2,01466E+11;Товар_5651;ИП «Блохин, Жуков и Агафонов»;25.11.2021;13984264.695564743;29.11.2021;nn-351/15;1.414920057;1397.01;20.0;44.09;1527.14
3698;2,00415E+11;Товар_2909;ООО «Юдина»;23.10.2021;2023396.812153867;26.10.2021;nn-352/15;2.749857298;111.08;20.0;04.апр;118.41
3319;2,00885E+11;Товар_4360;НПО «Рыбакова-Никифорова»;15.11.2021;2571487.5475815404;16.10.2021;nn-353/15;1.08257441;518.35;10.0;35.48;568.48
1830;2,00891E+11;Товар_514;РАО «Орлов Лыткин»;21.08.2021;2964648.641487873;19.08.2021;nn-354/15;1.654112649;85.12;10.0;27.78;90.04
4962;2,00782E+11;Товар_1276;Антонов Групп;10.09.2021;2105119.526536974;03.10.2021;nn-355/15;21.683609148;4214.97;10.0;348.87;4689.92
1391;2,00963E+11;Товар_1197;ЗАО «Самсонова, Шашкова и Фролова»;27.08.2021;2552989.501043873;16.09.2021;nn-356/15;0.74622322;июл.31;;июн.67;сен.48
799;2,00198E+11;Товар_837;ИП «Гурьев, Кононов и Тимофеева»;12.06.2021;2002015.614673502;06.07.2021;nn-357/15;2.0384065;332.65;10.0;45.85;381.05
3639;2,01309E+11;Товар_2348;РАО «Лукина, Белоусов и Михеев»;25.05.2020;8344596.493833493;30.09.2020;nn-358/15;1.893878214;830.4;20.0;88.18;921.61
2524;2,00519E+11;Товар_3391;ООО «Богданов, Соболев и Федотов»;10.11.2021;2364367.9314855263;18.11.2021;nn-359/15;1.322324414;230.23;;26.76;264.84
2927;2,00763E+11;Товар_3181;АО «Куликова, Поляков и Сидорова»;13.06.2021;2435637.014255264;26.06.2021;nn-360/15;1.515298485;27.ноя;10.0;06.май;28.авг
3058;2,00549E+11;Товар_4278;НПО «Лобанова-Колобов»;22.08.2021;2045291.880566649;17.08.2021;nn-361/15;1.04651083;289.39;10.0;36.4;313.89
3552;2,00856E+11;Товар_5771;Васильев Групп;30.08.2021;3048153.9177776985;28.06.2021;nn-362/15;5.253473343;223.7;20.0;14.82;252.26
2447;2,00252E+11;Товар_311;РАО «Кулаков»;01.05.2021;2001591.87026462;17.07.2021;nn-363/15;0.211319671;788.73;10.0;62.36;866.94
2942;2,00423E+11;Товар_936;АО «Кулаков Мясников»;07.06.2021;2016813.0097695552;08.08.2021;nn-364/15;3.723461676;12.сен;10.0;07.июл;14.95
3232;2,00822E+11;Товар_4293;Козлов Групп;10.11.2021;3318559.274853642;04.11.2021;nn-365/15;1.417916656;352.82;10.0;45.75;384.04
2373;2,00747E+11;Товар_3266;Ильин Лимитед;05.02.2021;2454874.690487036;20.05.2021;nn-366/15;1.033783519;165.4;10.0;20.июл;185.34
3217;2,01281E+11;Товар_4124;НПО «Доронина, Филатова и Филатов»;13.02.2021;5464631.041372431;22.04.2021;nn-367/15;3.347719762;67.82;20.0;01.июл;74.96
4251;2,00389E+11;Товар_4327;ОАО «Осипов»;13.08.2021;2012077.0886870895;16.08.2021;nn-368/15;2.25168441;2054.77;10.0;100.68;2269.35
3519;2,00434E+11;Товар_2823;НПО «Кулакова Зайцев»;29.12.2020;2054990.797732391;01.04.2021;nn-369/15;3.058995867;21.89;10.0;21.56;27.15
1475;2,01385E+11;Товар_2905;ЗАО «Панов»;23.10.2021;12888203.61373496;19.09.2021;nn-370/15;0.088720271;36.26;10.0;май.35;36.32
2152;2,01352E+11;Товар_1237;Ферронордик машины (Ferronordic);07.09.2021;9768771.072858851;26.07.2021;nn-371/15;6.664725984;29.36;10.0;25.78;33.84
4011;2,00782E+11;Товар_1196;АО «Калашников Сысоев»;18.10.2021;2850178.2618064275;08.09.2021;nn-372/15;8.544188138;914.55;10.0;131.51;1048.38
2044;2,00367E+11;Товар_1013;Юг Руси;19.02.2021;2007194.2774434933;04.06.2021;nn-373/15;4.307579228;365.83;;39.44;416.5
1933;2,00394E+11;Товар_3766;Нокиан Шина (Nokian);29.08.2021;2029556.293764095;11.08.2021;nn-374/15;0.585302123;446.37;10.0;34.26;503.17
4191;2,01439E+11;Товар_5007;АО «Третьяков»;11.08.2021;11975911.792693296;02.09.2021;nn-375/15;13.189699824;242.18;10.0;ноя.99;267.47
4014;2,0134E+11;Товар_5546;ЗАО «Бобылев-Константинова»;02.06.2021;8874491.365273416;18.06.2021;nn-376/15;11.381583251;43.36;10.0;май.65;45.15
2132;2,00213E+11;Товар_909;ОАО «Горбачев-Блохина»;28.07.2021;2000905.2615423077;14.08.2021;nn-377/15;1.273854679;725.72;20.0;72.3;819.47
46;2,0145E+11;Товар_643;Владимирова Инкорпорэйтед;07.01.2021;13958297.878318094;16.01.2021;nn-378/15;0.096520677;170.53;10.0;окт.24;187.45
1586;2,01585E+11;Товар_1948;АО «Калашников-Макаров»;21.09.2021;16000840.8;04.10.2021;nn-379/15;1.538602924;184.87;10.0;25.34;205.66
4849;2,00344E+11;Товар_2526;ЗАО «Горбачев-Дмитриев»;07.12.2021;2010523.6405107165;11.12.2021;nn-380/15;12.204894344;1637.97;10.0;65.18;1797.56
4740;2,00103E+11;Товар_1408;Егорова Инк;30.03.2021;2000010.000319862;16.02.2021;nn-381/15;3.688372244;622.07;10.0;33.54;680.47
879;2,01042E+11;Товар_4348;Мазда Соллерс Мануфэкчуринг Рус;18.06.2021;6378918.959921956;09.08.2021;nn-382/15;2.357086441;125.56;10.0;22.94;141.64
4508;2,00642E+11;Товар_3012;Гала-Форм;01.04.2021;2215601.1120626307;18.05.2021;nn-383/15;2.229034863;354.38;20.0;37.1;397.07
117;2,00532E+11;Товар_749;Фольксваген Груп Рус;15.10.2021;2012263.245002524;05.08.2021;nn-384/15;0.97423208;1214.56;10.0;121.97;1351.15
2670;2,00205E+11;Товар_3902;ИП «Савельев, Козлова и Волкова»;18.06.2021;2000038.968343197;03.06.2021;nn-385/15;5.641430012;543.48;10.0;136.91;644.13
1742;2,00988E+11;Товар_2253;Комиссарова и партнеры;28.08.2021;3219384.7137212222;20.08.2021;nn-386/15;0.312129139;370.78;10.0;92.14;440.2
759;2,01069E+11;Товар_1206;Сургутнефтегаз;16.06.2021;3930074.62695613;06.05.2021;nn-387/15;2.076099871;283.96;20.0;41.5;328.66
4280;2,0116E+11;Товар_2249;Овчинникова Инкорпорэйтед;13.05.2021;4350408.697649089;19.07.2021;nn-388/15;10.547463663;112.75;10.0;14.82;124.79
760;2,00213E+11;Товар_4443;НПО «Большаков»;28.05.2021;2000909.2694076616;22.06.2021;nn-389/15;2.458495954;258.34;20.0;80.81;315.14
3240;2,00515E+11;Товар_3504;ЗАО «Щербакова, Харитонова и Доронина»;19.05.2021;2071550.4874460571;12.05.2021;nn-390/15;1.397961544;1837.99;10.0;117.22;2030.8
3784;2,0147E+11;Товар_5671;ООО «Дьячкова»;07.08.2021;15654490.06373795;08.07.2021;nn-391/15;12.003776443;285.25;10.0;53.59;327.88
1045;2,00881E+11;Товар_1160;ТД Риф;08.03.2021;3203128.97937951;05.05.2021;nn-392/15;8.77234102;493.72;10.0;23.фев;541.39
3442;2,00934E+11;Товар_5281;НПФ Газфонд пенсионные накопления;31.07.2021;2409999.8149887635;06.08.2021;nn-393/15;7.865866742;350.26;10.0;17.13;360.76
3979;2,00366E+11;Товар_3248;Тихонов Лтд;12.10.2021;2046401.422664432;30.09.2021;nn-394/15;3.160914988;95.08;20.0;мар.42;99.63
4725;2,00589E+11;Товар_4249;Юдина Лимитед;17.07.2021;2213221.2999003227;26.07.2021;nn-395/15;18.003461091;878.68;10.0;69.31;983.51
3654;2,01341E+11;Товар_5607;Королев Групп;04.11.2021;7272971.835909673;27.10.2021;nn-396/15;13.180751358;29.18;20.0;22.25;36.85
527;2,00528E+11;Товар_594;РАО «Жданов-Григорьев»;15.08.2021;2048536.3246220932;22.09.2021;nn-397/15;2.901290077;666.92;10.0;48.0;749.9
479;2,01543E+11;Товар_4804;ОАО «Павлов-Селезнев»;09.01.2021;16000840.8;08.01.2021;nn-398/15;1.503351266;243.54;10.0;28.84;279.39
275;2,00403E+11;Товар_38;ЗАО «Михайлов»;15.10.2021;2048409.0139189204;31.08.2021;nn-399/15;0.297886944;549.71;10.0;27.46;607.67
4200;2,01324E+11;Товар_5373;ИП «Филиппов, Кузнецов и Харитонов»;27.02.2021;10556130.756623575;19.03.2021;nn-400/15;2.798532564;13.авг;10.0;апр.41;14.96
3931;2,01339E+11;Товар_2176;ИП «Богданова-Зайцева»;05.12.2021;8510845.318191;30.11.2021;nn-401/15;1.039122437;89.8;10.0;57.77;105.57
3916;2,00798E+11;Товар_1909;НПО «Кошелев»;12.06.2021;2845469.534069029;07.08.2021;nn-402/15;9.802044616;472.39;20.0;58.69;548.81
4329;2,01107E+11;Товар_3858;ЧТПЗ;15.12.2020;7645293.150252627;26.11.2020;nn-403/15;9.155943068;276.22;20.0;15.42;303.34
3620;2,00676E+11;Товар_5518;НПО «Анисимов-Волкова»;22.09.2021;2578298.976290556;22.07.2021;nn-404/15;3.937533842;252.19;10.0;ноя.68;268.97
3182;2,00871E+11;Товар_2884;НПО «Трофимова»;14.09.2021;2583960.0568153006;24.08.2021;nn-405/15;6.787152471;118.72;10.0;июн.46;123.08
2930;2,00493E+11;Товар_3668;ООО «Котова»;23.10.2021;2018842.4655177144;24.10.2021;nn-406/15;9.116741048;446.57;10.0;70.96;486.32
2350;2,00345E+11;Товар_537;Силин Инк;27.07.2021;2038998.73728398;26.04.2021;nn-407/15;3.130210969;213.0;10.0;35.7;231.57
972;2,01373E+11;Товар_4209;АО «Ковалев-Рыбакова»;14.05.2021;12914454.307719767;21.04.2021;nn-408/15;0.168959873;670.02;10.0;21.ноя;692.39
3439;2,00182E+11;Товар_1352;ЗАО «Наумова-Алексеев»;23.11.2021;2000062.378396785;19.11.2021;nn-409/15;5.394737541;540.73;10.0;99.65;609.71
4390;2,01272E+11;Товар_4462;ЗАО «Красильникова, Сергеева и Захаров»;25.10.2021;5305066.0446492005;28.10.2021;nn-410/15;3.022156275;144.68;10.0;57.46;166.56
3445;2,00975E+11;Товар_4720;ЗАО «Мартынова-Князев»;05.03.2021;4630979.167945047;19.02.2021;nn-411/15;11.445494605;15.69;10.0;май.52;16.89
1598;2,00364E+11;Товар_2967;АО «Евдокимова-Дроздова»;18.07.2021;2022967.911586028;03.08.2021;nn-412/15;0.288226274;108.48;20.0;03.авг;121.87
1158;2,01054E+11;Товар_5512;Орлов и партнеры;29.08.2021;4163004.37492344;19.09.2021;nn-413/15;0.292417964;03.июн;;0.87;04.янв
118;2,01525E+11;Товар_3465;ОАО «Кудряшова Кононов»;31.03.2021;16000840.8;29.05.2021;nn-414/15;0.079442476;362.26;10.0;54.44;418.97
4568;2,01439E+11;Товар_5331;НПО «Исаева»;01.11.2020;16000840.8;14.02.2021;nn-415/15;12.104458788;68.07;10.0;0.22;60.75
3843;2,01017E+11;Товар_3694;Картли;07.06.2021;5859093.875163786;09.06.2021;nn-416/15;4.329268132;39.87;10.0;22.июл;45.05
3217;2,014E+11;Товар_5391;Сбербанк России;28.07.2021;11231021.211053642;12.08.2021;nn-417/15;17.004111944;252.1;10.0;29.44;270.13
1005;2,00307E+11;Товар_4059;Субботин Лтд;26.11.2021;2004472.2989194784;05.11.2021;nn-418/15;0.050940651;117.68;10.0;май.51;124.8
726;2,00364E+11;Товар_4485;Тимофеева Инк;25.12.2020;2026340.1413830563;11.02.2021;nn-419/15;0.258611413;693.96;20.0;46.89;785.72
556;2,0125E+11;Товар_1450;ИП «Тимофеев-Гусев»;20.06.2021;8343546.195116986;04.06.2021;nn-420/15;0.170959972;90.0;10.0;май.26;95.66
246;2,00737E+11;Товар_1547;ИП «Прохорова Ковалева»;27.07.2021;2295567.43596008;13.08.2021;nn-421/15;0.08320156;228.73;20.0;15.55;255.94
1458;2,00804E+11;Товар_815;М Фэшн;30.10.2019;2441903.506222095;07.03.2020;nn-422/15;2.886942102;89.23;;ноя.76;104.57
1282;2,01388E+11;Товар_2571;ЗАО «Полякова Кузьмина»;27.09.2021;11022950.203589626;17.10.2021;nn-423/15;0.725476745;276.9;10.0;18.янв;303.56
3728;2,00891E+11;Товар_4035;Русэнергоресурс;14.10.2021;2791223.2272752225;09.09.2021;nn-424/15;10.362266985;1109.14;10.0;124.25;1232.07
2648;2,01161E+11;Товар_374;АО «Маслов-Рогов»;28.10.2021;5428036.757219469;17.10.2021;nn-425/15;0.874124449;715.75;10.0;44.66;749.7
2331;2,0046E+11;Товар_1559;ЗАО «Галкин Марков»;25.01.2021;2027250.6000355885;14.01.2021;nn-426/15;7.867583395;342.73;10.0;63.9;380.56
3091;2,0066E+11;Товар_570;АО «Кононов, Козлов и Андреева»;28.10.2021;2671366.7559107067;07.10.2021;nn-427/15;5.247199782;611.07;10.0;111.5;705.89
4906;2,00257E+11;Товар_3566;Форд Соллерс Холдинг;27.09.2021;2001947.7910838649;22.09.2021;nn-428/15;5.148431855;181.65;20.0;19.99;209.05
2414;2,00566E+11;Товар_1681;НПО «Тетерин»;26.10.2021;2086705.57136012;01.11.2021;nn-429/15;3.601741619;256.85;10.0;19.июл;277.22
1824;2,01365E+11;Товар_4388;Кононов Инк;14.08.2021;9620000.9952406;07.08.2021;nn-430/15;5.710255604;238.13;20.0;31.18;269.29
3786;2,00198E+11;Товар_2582;Татэнергосбыт;17.07.2021;2000692.125766585;20.06.2021;nn-431/15;1.236818353;122.96;20.0;27.17;139.16
1937;2,0147E+11;Товар_3857;ООО «Никитина, Лукин и Субботина»;22.07.2021;16000840.8;15.05.2021;nn-432/15;2.783884409;174.94;10.0;41.43;197.26
1677;2,01092E+11;Товар_2835;Гордеева Групп;15.07.2021;4204929.092017556;24.07.2021;nn-433/15;0.697236835;439.03;10.0;86.55;500.58
3625;2,00514E+11;Товар_3057;Астон;12.05.2021;2213512.151627497;25.12.2020;nn-434/15;7.432208542;972.71;10.0;85.33;1099.43
230;2,00421E+11;Товар_953;Ефимов Инк;11.10.2021;2035765.700271796;13.10.2021;nn-435/15;0.276046213;422.03;10.0;55.36;463.54
4934;2,00213E+11;Товар_4701;НПО «Иванов, Захарова и Некрасова»;09.11.2021;2000399.4626020016;08.11.2021;nn-436/15;13.726795595;106.42;10.0;авг.61;113.74
1562;2,0144E+11;Товар_3151;Зимин Групп;11.09.2021;11915531.225433614;09.09.2021;nn-437/15;7.512349054;337.94;10.0;89.25;390.68
2678;2,00281E+11;Товар_4069;ГК Автодилерство;08.09.2021;2013922.4527039176;25.07.2021;nn-438/15;8.819960108;109.81;20.0;янв.55;119.3
1759;2,00175E+11;Товар_358;Кудрявцева Инк;19.05.2021;2000017.0204175543;30.07.2021;nn-439/15;4.089872541;342.04;20.0;16.мар;370.08
2671;2,00756E+11;Товар_2969;РАО «Дмитриева, Кудрявцев и Бобылев»;29.09.2021;2417348.776120324;29.09.2021;nn-440/15;2.130088591;460.34;10.0;26.15;502.03
915;2,0051E+11;Товар_1158;Автодом;30.06.2021;2264552.7497787764;09.08.2021;nn-441/15;1.444316766;825.63;10.0;88.01;929.5
4793;2,00599E+11;Товар_5364;Рогов Групп;09.09.2021;2620131.213338896;03.08.2021;nn-442/15;9.970952842;176.41;10.0;30.июл;201.37
1098;2,00729E+11;Товар_2895;ГК Агро-Белогорье;29.06.2021;2269210.555977857;24.06.2021;nn-443/15;3.39379907;390.11;10.0;36.74;428.44
2464;2,00472E+11;Товар_1538;РАО «Костина Виноградова»;06.09.2021;2051132.7260978965;16.07.2021;nn-444/15;5.419064295;282.29;10.0;55.29;319.7
825;2,01015E+11;Товар_1749;Алкоторг;09.07.2021;3759780.356785478;08.08.2021;nn-445/15;0.13136327;310.0;10.0;62.49;355.8
3321;2,00615E+11;Товар_3544;ЗАО «Чернов»;11.09.2021;2062284.956783703;06.10.2021;nn-446/15;0.545262417;375.76;10.0;16.93;399.19
2147;2,01221E+11;Товар_5255;ООО «Кулагина»;14.06.2021;5969010.740769654;12.07.2021;nn-447/15;1.244604983;48.56;20.0;13.15;59.47
622;2,01369E+11;Товар_3113;РАО «Зимин Денисов»;15.07.2020;12532520.562980345;09.03.2021;nn-448/15;2.889391014;сен.96;10.0;01.янв;10.мар
1226;2,01305E+11;Товар_792;НПО «Родионова Тимофеев»;15.06.2021;9288563.920945449;02.08.2021;nn-449/15;0.771030254;249.89;10.0;12.мар;256.38
3280;2,01319E+11;Товар_4905;АХ Степь;24.12.2020;7800168.905021403;12.03.2021;nn-450/15;3.02676829;278.01;10.0;21.сен;309.29
1547;2,00657E+11;Товар_1248;ЗАО «Гришин Баранова»;24.05.2021;2334217.711377117;17.05.2021;nn-451/15;6.863585233;авг.42;10.0;0.84;июл.73
971;2,00263E+11;Товар_569;АО «Козлова»;12.04.2021;2000431.541762909;23.07.2021;nn-452/15;0.137887079;160.08;10.0;34.42;180.4
3361;2,0081E+11;Товар_4488;Комаров и партнеры;28.10.2021;2439792.4418937606;21.10.2021;nn-453/15;2.417259815;767.08;10.0;30.94;841.57
35;2,00273E+11;Товар_386;Кудряшова Инк;02.06.2021;2000535.9082878348;23.07.2021;nn-454/15;0.046313416;541.94;;31.85;600.45
2891;2,01032E+11;Товар_1979;ОАО «Тарасова»;08.04.2021;5203376.93369672;04.05.2021;nn-455/15;3.392008431;2015.95;20.0;221.71;2304.15
591;2,01081E+11;Товар_1805;Казакова Групп;02.11.2021;3658038.9641899727;21.10.2021;nn-456/15;1.40275593;168.41;10.0;июл.69;181.03
3846;2,01423E+11;Товар_5410;ОАО «Доронин Костина»;04.10.2021;13693682.837858314;23.09.2021;nn-457/15;1.436389612;643.03;10.0;122.99;723.32
1817;2,01422E+11;Товар_1107;Джонсон & Джонсон (Johnson & Johnson);26.09.2021;9280200.965176389;12.10.2021;nn-458/15;0.691282208;872.31;20.0;76.07;1019.21
3287;2,00231E+11;Товар_1178;Максимов Лимитед;16.10.2021;2001012.9111512448;14.08.2021;nn-459/15;7.010444592;159.36;10.0;42.78;182.48
1578;2,00134E+11;Товар_3397;ИП «Гордеева Матвеева»;26.10.2021;2000010.321132464;18.11.2021;nn-460/15;0.771525676;108.33;20.0;окт.49;121.9
4078;2,00138E+11;Товар_510;Панфилов Лтд;22.08.2021;2000030.72189688;24.09.2021;nn-461/15;2.331338165;434.22;10.0;49.57;482.11
3305;2,00245E+11;Товар_1617;АО «Беспалов»;05.09.2021;2000713.8575045096;17.09.2021;nn-462/15;2.494940851;70.88;10.0;ноя.32;78.04
1768;2,00265E+11;Товар_1431;АО «Ефимова-Фомин»;31.07.2021;2002398.9109373295;30.05.2021;nn-463/15;4.216753183;375.62;10.0;фев.38;402.38
1677;2,0104E+11;Товар_3782;ООО «Филатова»;10.05.2021;4592271.262927558;16.06.2021;nn-464/15;0.049522385;617.03;20.0;21.14;688.1
720;2,00823E+11;Товар_3416;ИП «Юдина Тетерина»;14.09.2019;2295560.2729707714;25.09.2020;nn-465/15;0.225021547;37.9;10.0;май.14;42.72
1019;2,00283E+11;Товар_108;РАО «Мишин, Кузьмин и Ефимов»;21.08.2021;2000859.859848268;18.09.2021;nn-466/15;0.258386944;359.44;10.0;47.6;397.69
3857;2,00968E+11;Товар_1191;ИП «Кулаков-Исакова»;23.09.2021;3057413.052512058;13.11.2021;nn-467/15;0.213104244;622.21;20.0;52.53;708.97
1269;2,00574E+11;Товар_981;ИП «Лыткин, Киселев и Рыбаков»;20.06.2021;2319096.007429408;12.03.2021;nn-468/15;2.202418443;195.37;10.0;17.24;213.23
1974;2,00927E+11;Товар_2182;АО «Власова, Колобов и Прохорова»;03.05.2021;4735865.850847141;26.09.2021;nn-469/15;2.822874445;57.4;;янв.26;59.13
2471;2,00168E+11;Товар_588;НПО «Щербаков Титова»;31.12.2020;2000612.5588845871;02.04.2021;nn-470/15;9.512886215;542.8;20.0;72.67;646.15
3522;2,00477E+11;Товар_1973;ОАО «Мухина»;30.11.2021;2001090.4395586425;04.12.2021;nn-471/15;15.956356489;459.77;20.0;22.48;510.33
4924;2,0067E+11;Товар_4760;ОАО «Власов Рябова»;30.10.2021;3111890.4066812173;09.11.2021;nn-472/15;9.818817956;632.62;20.0;28.95;703.36
4828;2,00893E+11;Товар_5338;Московская биржа ММВБ-РТС;17.07.2021;2655754.665373465;26.06.2021;nn-473/15;25.056234915;145.48;10.0;90.75;174.63
4109;2,00984E+11;Товар_4492;РАО «Родионова-Жданова»;28.07.2021;4355871.524930394;15.06.2021;nn-474/15;4.411441344;62.42;20.0;25.48;75.53
1312;2,01124E+11;Товар_1703;Ренессанс Кредит;05.06.2021;6513150.315785273;31.05.2021;nn-475/15;0.712245173;86.88;10.0;14.67;99.47
4932;2,01167E+11;Товар_3652;НПО «Григорьева-Наумов»;18.10.2021;4999993.492424244;05.11.2021;nn-476/15;15.61811591;449.09;20.0;дек.98;499.27
248;2,00843E+11;Товар_258;ОАО «Русаков, Богданов и Белозеров»;13.07.2021;2457312.9219462085;14.08.2021;nn-477/15;0.043900704;196.3;10.0;54.64;225.61
2028;2,00967E+11;Товар_4632;Наумова и партнеры;08.09.2021;4510921.588913683;25.06.2021;nn-478/15;0.571323457;278.41;10.0;74.92;314.97
1080;2,00689E+11;Товар_4625;Орлова Лимитед;06.05.2021;2357532.035386312;21.06.2021;nn-479/15;6.552614374;118.33;20.0;мар.22;128.28
2898;2,01117E+11;Товар_2491;Михайлова Инк;11.07.2021;4745639.781274238;18.07.2021;nn-480/15;8.462131886;827.77;;52.33;943.52
4214;2,01375E+11;Товар_5255;РАО «Степанова-Колобов»;24.10.2021;10584005.8438739;06.10.2021;nn-481/15;3.350498642;103.72;10.0;май.83;113.61
4286;2,01478E+11;Товар_5623;РАО «Герасимова»;23.11.2021;13515185.309043257;22.11.2021;nn-482/15;2.461512323;241.86;10.0;41.88;269.23
224;2,00816E+11;Товар_970;ИП «Соболев»;06.01.2021;3564059.7401733925;26.12.2020;nn-483/15;0.040563886;225.69;20.0;35.99;260.36
3573;2,01126E+11;Товар_3898;Ланит;26.08.2021;6754431.231828308;30.09.2021;nn-484/15;9.768135636;170.4;20.0;16.май;196.67
1568;2,01537E+11;Товар_1049;ЗАО «Гущина Колобов»;28.11.2021;16000840.8;04.12.2021;nn-485/15;0.042558908;305.14;10.0;159.96;375.89
989;2,01414E+11;Товар_5789;ЗАО «Бобылев Абрамова»;24.12.2020;12003426.49443184;20.03.2021;nn-486/15;0.958720859;383.28;20.0;72.64;454.43
2353;2,00426E+11;Товар_924;ЗАО «Шестакова»;07.08.2021;2045907.234572796;20.09.2021;nn-487/15;1.961850142;772.26;10.0;30.24;849.18
3191;2,01105E+11;Товар_3630;ОАО «Смирнова Горбачев»;22.06.2021;4162155.117189487;22.07.2021;nn-488/15;2.646854194;161.52;10.0;апр.33;169.63
3504;2,0022E+11;Товар_3349;ОАО «Давыдова»;26.07.2021;2004423.0095578877;31.07.2021;nn-489/15;1.159143021;482.66;10.0;29.63;540.62
4666;2,00706E+11;Товар_2133;ООО «Никонова-Турова»;18.07.2021;2236960.017986702;13.08.2021;nn-490/15;10.930910891;307.01;20.0;07.сен;330.14
3330;2,00564E+11;Товар_966;Куликова Инкорпорэйтед;09.11.2021;2110315.198232537;20.11.2021;nn-491/15;0.263217956;288.09;10.0;70.5;330.32
3295;2,01247E+11;Товар_3262;ДНС Групп;04.09.2021;5517708.120944565;19.09.2021;nn-492/15;1.103908463;1608.58;10.0;91.93;1798.09
3910;2,01127E+11;Товар_4766;Самсонов Инк;10.11.2021;5384820.1128092725;15.11.2021;nn-493/15;5.144636593;758.3;10.0;62.01;830.32
2784;2,00288E+11;Товар_2624;НПО «Иванов-Панфилова»;06.10.2021;2006069.3791685668;17.08.2021;nn-494/15;0.198519056;618.3;10.0;25.мар;673.2
2275;2,00379E+11;Товар_4748;ООО «Муравьева, Маркова и Шарапова»;01.05.2021;2025190.947968579;01.07.2021;nn-495/15;0.610281638;92.33;10.0;39.98;107.6
4550;2,0153E+11;Товар_5174;ИП «Громов, Абрамов и Фомичева»;13.11.2021;16000840.8;29.10.2021;nn-496/15;5.29068031;1186.81;10.0;61.26;1282.76
2623;2,01298E+11;Товар_5484;Гурьев Инкорпорэйтед;01.11.2021;6959510.936200778;10.10.2021;nn-497/15;0.591071455;366.55;10.0;98.54;422.52
2319;2,01296E+11;Товар_645;Мамонтова Инкорпорэйтед;07.12.2020;12376922.236914068;09.04.2021;nn-498/15;0.460357832;93.61;;29.75;114.06
2262;2,01238E+11;Товар_1659;НПО «Богданова Лаврентьева»;10.02.2021;8674999.241368633;28.03.2021;nn-499/15;11.587455046;1243.45;10.0;265.28;1487.26
1063;2,01135E+11;Товар_1032;АО «Евсеев Артемьева»;06.09.2021;5220759.043731646;11.09.2021;nn-500/15;0.396477925;158.68;10.0;49.78;176.01
3354;2,00455E+11;Товар_1503;ООО «Борисов-Гурьев»;04.09.2021;2008107.107916084;12.08.2021;nn-501/15;3.272504636;39.39;10.0;35.74;45.08
273;2,0148E+11;Товар_3466;Вишняков Групп;18.03.2021;16000840.8;24.03.2021;nn-502/15;0.040556897;68.18;20.0;25.86;81.38
4577;2,01497E+11;Товар_5390;НПО «Мамонтов Соловьев»;09.08.2021;16000840.8;10.08.2021;nn-503/15;5.857098323;585.18;10.0;70.76;658.93
1658;2,01523E+11;Товар_3382;ООО «Попов»;24.04.2020;16000840.8;19.07.2020;nn-504/15;0.785071145;0.33;20.0;0.19;0.34
