№ п/п;Штрих-код партии;Наименование товара;Поставщик;Дата приходного документа;Номер приходного документа;Дата накладной;Номер накладной;Кол-во;Сумма в закупочных ценах без НДС;Ставка НДС поставщика;Сумма НДС;Сумма в закупочных ценах с НДС
4343;2,00656E+11;Товар_1437;Соболев Лтд;25.10.2021;2129730.000950271;16.09.2021;nn-362/15;4.583371708;1034.4;10.0;132.56;1183.47
135;2,01074E+11;Товар_3723;Сергеева Групп;20.06.2020;8508433.364375679;17.12.2020;nn-363/15;0.064691368;66.46;10.0;21.37;73.79
1941;2,00291E+11;Товар_689;ИП «Фомичев»;16.05.2020;2008746.6756691183;07.12.2020;nn-364/15;2.858176505;172.54;20.0;35.02;202.03
30;2,01109E+11;Товар_3073;ЗАО «Дементьева»;26.03.2020;3750818.52139997;30.07.2020;nn-365/15;0.770167489;131.21;20.0;13.65;148.06
4258;2,00511E+11;Товар_3923;Стройсервис;20.07.2021;2015508.7645039088;24.09.2021;nn-366/15;13.298961878;1869.62;10.0;160.61;2079.25
3968;2,00175E+11;Товар_1122;РАО «Котов»;19.07.2021;2000037.3437893768;07.08.2021;nn-367/15;0.340036265;417.53;10.0;76.1;485.11
1220;2,00688E+11;Товар_2343;Шарапова Лимитед;13.09.2021;2255161.6261600675;06.10.2021;nn-368/15;3.35107212;721.18;10.0;47.59;802.63
3243;2,00885E+11;Товар_4004;РАО «Степанова-Кириллов»;03.08.2021;2607041.837019492;15.08.2021;nn-369/15;2.086953794;271.95;10.0;26.май;295.01
3007;2,00935E+11;Товар_4382;Кулагин Инкорпорэйтед;04.10.2021;2594492.4249334973;13.09.2021;nn-370/15;12.107522105;1012.99;10.0;143.13;1129.87
1855;2,0153E+11;Товар_5768;АО «Котов, Константинов и Соболев»;24.11.2021;16000840.8;11.11.2021;nn-371/15;1.658728723;285.42;10.0;56.05;327.43
3092;2,01384E+11;Товар_3970;ООО «Сорокин-Михеев»;07.07.2021;11487970.800260069;02.05.2021;nn-372/15;4.047472941;412.31;10.0;45.22;456.57
1380;2,00554E+11;Товар_1258;ИП «Логинов»;28.04.2021;2146119.934635649;21.04.2021;nn-373/15;1.075208309;1422.3;10.0;232.59;1681.11
2586;2,00789E+11;Товар_2533;НПО «Агафонова»;26.11.2021;2332561.411654924;01.12.2021;nn-374/15;0.968246244;34.73;10.0;окт.95;38.18
3296;2,0104E+11;Товар_3880;НПО «Ситникова Петров»;22.08.2021;3849790.296799257;06.07.2021;nn-375/15;9.609285411;43.46;10.0;35.83;50.08
3288;2,01356E+11;Товар_4766;АО «Харитонова, Никонова и Сорокин»;12.10.2021;9993401.52649937;16.10.2021;nn-376/15;6.161587453;67.59;10.0;май.69;72.27
498;2,00523E+11;Товар_3946;ИП «Лебедев, Евдокимова и Матвеева»;22.09.2021;2094258.1353659688;30.08.2021;nn-377/15;0.12428395;78.32;10.0;июн.86;85.87
348;2,00478E+11;Товар_1651;Логинова Лимитед;08.07.2021;2176601.200570577;14.07.2021;nn-378/15;0.04836875;126.46;20.0;сен.98;139.52
3311;2,01108E+11;Товар_2641;Верисел-трейдинг;10.10.2021;3261946.692650872;17.09.2021;nn-379/15;10.231701325;965.87;20.0;106.67;1120.65
4175;2,00814E+11;Товар_3885;Михеева Инкорпорэйтед;14.09.2021;2077260.396353444;25.10.2021;nn-380/15;4.285579429;205.64;20.0;41.56;239.02
38;2,01273E+11;Товар_1079;НПО «Шилова»;27.10.2020;9934785.021556707;12.01.2021;nn-381/15;0.103716742;533.24;20.0;34.4;613.39
1567;2,01047E+11;Товар_4293;Попова Групп;30.05.2021;5859281.172946086;20.05.2021;nn-382/15;0.669641862;20.23;10.0;июн.41;21.93
1850;2,00666E+11;Товар_3722;Кондратьев Инк;30.09.2021;2529177.089768816;05.10.2021;nn-383/15;0.51419669;762.13;20.0;122.41;880.6
2748;2,01572E+11;Товар_1983;РАО «Шарова, Щербакова и Журавлев»;22.05.2021;16000840.8;17.05.2021;nn-384/15;5.494130566;394.11;10.0;66.86;440.24
3825;2,00622E+11;Товар_2430;ЗАО «Наумова Маркова»;02.05.2021;2107297.6275510765;07.07.2021;nn-385/15;2.689307487;630.97;10.0;100.91;701.44
4632;2,00141E+11;Товар_841;РАО «Савельева-Шестаков»;26.05.2021;2000019.276951976;26.04.2021;nn-386/15;4.567286445;1217.33;10.0;92.87;1319.95
3859;2,00966E+11;Товар_5375;ЗАО «Наумов»;31.08.2021;4759295.116423845;05.10.2021;nn-387/15;13.289806762;198.59;20.0;03.сен;217.15
3282;2,01106E+11;Товар_4503;Уральские авиалинии;03.07.2021;5478459.076808002;14.08.2021;nn-388/15;5.67238007;188.61;10.0;фев.68;193.07
1904;2,01036E+11;Товар_207;РАО «Тихонов-Носова»;08.10.2020;4396436.3280465165;27.11.2020;nn-389/15;2.21346521;280.64;10.0;30.68;303.87
4410;2,0125E+11;Товар_2540;Корпорация Электросевкавмонтаж;08.04.2021;7205343.063916089;17.04.2021;nn-390/15;1.621727507;189.33;10.0;16.29;207.06
618;2,01311E+11;Товар_2305;ОАО «Кулагина»;26.03.2021;6933665.30405692;27.05.2021;nn-391/15;0.807430417;59.19;10.0;апр.41;61.48
4093;2,01213E+11;Товар_4186;НК Дулисьма;24.09.2021;6679543.819801156;18.10.2021;nn-392/15;9.656252356;690.31;;87.53;792.14
3158;2,01451E+11;Товар_4122;ООО «Елисеев, Смирнов и Пестова»;25.04.2021;13327965.868728148;15.06.2021;nn-393/15;6.577888923;153.72;10.0;52.62;178.35
1380;2,01313E+11;Товар_1915;ИП «Константинов»;06.09.2021;8330929.853548139;06.10.2021;nn-394/15;0.254196115;565.58;10.0;80.61;625.94
339;2,00466E+11;Товар_230;ООО «Авдеева Лукина»;09.10.2021;2039258.2057149117;13.09.2021;nn-395/15;0.041956024;70.01;20.0;04.фев;77.13
550;2,00509E+11;Товар_913;Группа РТК;03.08.2021;2027579.2575537656;20.08.2021;nn-396/15;0.421890969;661.33;10.0;127.24;771.35
2858;2,0019E+11;Товар_3958;ОАО «Зимин-Горбачева»;23.10.2021;2000052.7887356;31.10.2021;nn-397/15;1.7145777;612.86;10.0;110.43;694.65
3416;2,00856E+11;Товар_2538;ОАО «Вишнякова, Владимирова и Пономарев»;10.02.2021;2865029.3740439685;18.05.2021;nn-398/15;2.571625235;720.05;10.0;110.1;810.69
34;2,00881E+11;Товар_2992;ЗАО «Лихачева»;01.07.2021;3052315.133216137;04.05.2021;nn-399/15;0.042984818;70.05;20.0;26.39;83.96
1788;2,01522E+11;Товар_5450;Делл (Dell);20.04.2021;16000840.8;26.08.2021;nn-400/15;1.056307143;236.27;10.0;18.49;260.97
14;2,00135E+11;Товар_324;Петрова и партнеры;23.04.2021;2000034.2888405272;28.08.2021;nn-401/15;0.054754439;416.24;;25.51;472.73
4778;2,00316E+11;Товар_2291;ООО «Осипов, Журавлев и Константинов»;09.08.2021;2014550.838523036;;nn-402/15;17.632096718;1439.79;10.0;108.9;1612.63
1103;2,01538E+11;Товар_2148;Совкомбанк;13.08.2021;16000840.8;25.09.2021;nn-403/15;0.283981709;480.72;20.0;53.21;539.88
4306;2,00876E+11;Товар_4456;Громова и партнеры;03.07.2021;4336432.653438126;20.08.2021;nn-404/15;4.646564499;390.49;20.0;мар.33;431.2
4891;2,01422E+11;Товар_5172;Чернова Групп;09.08.2020;14160244.689226652;16.01.2021;nn-405/15;17.542609312;фев.99;10.0;0.23;фев.51
2073;2,00136E+11;Товар_419;Сорокина и партнеры;17.09.2021;2000012.0670787904;25.09.2021;nn-406/15;1.162734094;594.86;10.0;31.04;648.11
3413;2,01168E+11;Товар_4977;АО «Рожков-Устинов»;08.10.2021;5875028.779983868;09.10.2021;nn-407/15;0.578730612;82.93;10.0;10.янв;91.57
4107;2,01338E+11;Товар_4893;ЗАО «Полякова-Муравьев»;20.07.2021;7592016.4981935825;13.08.2021;nn-408/15;5.955048603;148.08;10.0;ноя.51;157.14
4109;2,0053E+11;Товар_1081;ЗАО «Котов, Бобров и Прохорова»;09.10.2021;2089963.2455020165;26.08.2021;nn-409/15;2.970369091;1131.8;10.0;180.04;1253.64
437;2,00991E+11;Товар_2628;ООО «Беспалова-Козлов»;17.09.2021;5709162.71614726;18.09.2021;nn-410/15;0.954240614;234.31;10.0;61.16;276.46
4340;2,01147E+11;Товар_2949;НПО «Пахомова-Белоусова»;18.10.2021;4083312.4054360623;22.10.2021;nn-411/15;16.566119086;125.94;10.0;04.апр;128.47
3392;2,00321E+11;Товар_3194;ОАО «Рябов»;11.05.2021;2010208.4895266483;03.08.2021;nn-412/15;0.941598838;39.31;20.0;17.24;47.96
1425;2,00625E+11;Товар_2500;АО «Родионов Ширяева»;15.09.2021;2047181.8773957132;14.09.2021;nn-413/15;0.261316439;804.13;10.0;40.18;873.78
969;2,00448E+11;Товар_2605;Капустин и партнеры;06.02.2020;2041277.571411719;30.06.2020;nn-414/15;0.271707841;459.74;10.0;53.24;514.31
1112;2,00427E+11;Товар_2417;Лаборатория Касперского;31.03.2021;2017681.0593752316;22.03.2021;nn-415/15;1.58456907;60.81;20.0;17.99;69.57
4272;2,00477E+11;Товар_4903;АО «Николаева»;02.11.2021;2183289.8955392195;07.11.2021;nn-416/15;4.924174919;664.12;10.0;28.75;715.68
2421;2,01569E+11;Товар_4376;АО «Евдокимов, Зиновьева и Терентьев»;22.02.2021;16000840.8;08.03.2021;nn-417/15;2.87505587;34.02;20.0;05.мар;39.93
716;2,00172E+11;Товар_1311;АО «Медведева»;20.10.2021;2000015.469262907;26.09.2021;nn-418/15;0.058330451;275.24;10.0;39.27;315.56
1925;2,0155E+11;Товар_4764;РАО «Кузнецов-Мясникова»;10.07.2021;16000840.8;13.07.2021;nn-419/15;4.352590748;422.64;10.0;27.15;458.55
753;2,00679E+11;Товар_1637;РАО «Самойлова Исаева»;28.08.2021;2177510.315246709;11.09.2021;nn-420/15;2.835698536;49.97;10.0;сен.74;59.81
866;2,01421E+11;Товар_1325;НПО «Миронов-Семенова»;11.08.2021;11291275.680481154;06.07.2021;nn-421/15;0.19920781;200.09;10.0;54.97;221.56
4206;2,00469E+11;Товар_926;Пепсико холдингс;22.06.2021;2233456.47240942;22.05.2021;nn-422/15;1.954319904;452.81;20.0;57.03;509.71
1754;2,00408E+11;Товар_769;РАО «Ильина-Блохина»;12.07.2021;2081910.0505667124;19.08.2021;nn-423/15;5.849769928;212.61;20.0;сен.79;235.57
3977;2,00718E+11;Товар_2398;Ростелеком;29.09.2020;3231097.962722009;20.07.2020;nn-424/15;10.578844534;2084.99;10.0;203.11;2330.98
3956;2,00469E+11;Товар_3584;ИП «Денисов, Шарапов и Дроздов»;09.05.2021;2334571.1845682384;24.07.2021;nn-425/15;5.021001551;307.36;;07.июн;348.38
3039;2,0045E+11;Товар_2991;Журавлев Инк;15.09.2021;2033901.0701858136;15.10.2021;nn-426/15;6.673442109;370.17;20.0;108.42;432.21
1472;2,01478E+11;Товар_3949;НПО «Ершова-Евдокимов»;14.05.2021;13155715.35137586;12.04.2021;nn-427/15;3.186269178;45.76;10.0;мар.53;50.78
4934;2,00939E+11;Товар_4175;ЗАО «Семенова»;10.11.2021;3544406.036808387;15.10.2021;nn-428/15;3.820202686;199.01;10.0;07.мар;216.4
1187;2,01272E+11;Товар_4266;ИП «Фокина Брагин»;23.04.2021;7214053.107755221;21.03.2021;nn-429/15;2.182926076;261.72;10.0;37.59;298.32
1730;2,0085E+11;Товар_538;ООО «Уварова, Анисимова и Лобанов»;08.09.2021;2694605.8605638198;31.07.2021;nn-430/15;0.311754136;932.09;10.0;74.93;1027.57
4719;2,00533E+11;Товар_2049;АО «Галкин, Зимин и Панфилов»;27.06.2021;2038567.01010522;25.05.2021;nn-431/15;11.652800458;858.82;10.0;62.41;986.33
1942;2,01359E+11;Товар_3284;ООО «Дементьев»;17.09.2021;9313719.459593918;05.10.2021;nn-432/15;2.288831551;128.18;10.0;15.86;135.51
4633;2,01263E+11;Товар_2805;Наумова и партнеры;30.06.2021;6832191.063913939;;nn-433/15;2.528435173;225.21;10.0;30.22;244.74
3868;2,01063E+11;Товар_2359;РАО «Щукина-Симонова»;25.09.2021;4984736.106895834;30.08.2021;nn-434/15;19.338791947;747.42;20.0;25.янв;831.36
1437;2,01039E+11;Товар_653;АО «Новикова Козлов»;23.05.2021;3969539.101627324;28.05.2021;nn-435/15;0.272522742;225.8;10.0;38.87;252.35
2368;2,00826E+11;Товар_2129;ООО «Сорокина Сафонов»;01.07.2021;2933299.057393738;10.06.2021;nn-436/15;3.289866395;413.86;10.0;113.95;489.66
3815;2,0126E+11;Товар_2389;НПО «Савельев»;04.10.2021;8491883.379434181;11.10.2021;nn-437/15;5.840473803;186.91;10.0;19.мар;211.26
4378;2,0124E+11;Товар_5393;НПО «Чернова-Моисеев»;24.07.2021;10023027.060131192;04.08.2021;nn-438/15;15.898834519;814.08;10.0;82.39;903.44
2762;2,00851E+11;Товар_236;СОГАЗ;11.06.2021;2623737.7385280062;04.08.2021;nn-439/15;1.100729729;63.08;10.0;май.73;68.87
3368;2,0134E+11;Товар_5152;НПО «Ковалева, Калашников и Мамонтова»;26.07.2021;8320627.405467063;09.08.2021;nn-440/15;3.432717594;120.37;10.0;53.85;146.87
4778;2,0085E+11;Товар_5007;ЗАО «Воробьев Носова»;03.12.2020;2963737.581651735;11.02.2021;nn-441/15;9.740267779;247.86;10.0;38.8;278.2
4372;2,00185E+11;Товар_1238;АвтоВАЗ;18.10.2021;2000082.8010738243;22.11.2021;nn-442/15;0.624622527;22.сен;10.0;0.9;22.21
4243;2,01346E+11;Товар_3668;ОАО «Волкова-Некрасова»;18.08.2021;13196738.721562603;13.07.2021;nn-443/15;0.610935442;140.25;10.0;28.26;160.56
1351;2,00259E+11;Товар_3126;Фармимэкс;02.10.2021;2000781.314139328;25.09.2021;nn-444/15;0.447633915;июн.97;10.0;мар.74;авг.36
2310;2,01404E+11;Товар_655;АО «Захарова Шарапова»;29.09.2021;9770462.504007176;21.08.2021;nn-445/15;1.427217583;555.47;10.0;48.46;613.84
4004;2,01339E+11;Товар_4201;ОАО «Игнатьева, Муравьев и Корнилова»;26.08.2021;11032916.064736135;19.09.2021;nn-446/15;7.800250267;798.36;10.0;157.75;910.95
2814;2,01322E+11;Товар_4200;ООО «Мишин»;16.07.2021;10433383.206543949;05.07.2021;nn-447/15;0.0734513;97.36;20.0;18.34;112.54
603;2,00908E+11;Товар_223;Октоблу (Decathlon);17.06.2021;4262218.084533459;16.07.2021;nn-448/15;0.040895375;238.98;10.0;74.26;274.65
2782;2,00738E+11;Товар_3395;РАО «Тимофеев Пестов»;17.09.2021;2352500.3134554955;;nn-449/15;1.086188912;113.72;;май.26;126.37
3596;2,00983E+11;Товар_2383;ООО «Лихачева»;08.05.2020;4653494.651625494;17.07.2020;nn-450/15;6.561025545;499.72;20.0;67.57;564.23
5003;2,0016E+11;Товар_1968;ООО «Блинова Куликов»;13.09.2021;2000031.9679457345;05.08.2021;nn-451/15;14.435817437;765.5;10.0;163.31;894.12
149;2,00715E+11;Товар_2280;Август;04.05.2021;2344881.396757544;29.05.2021;nn-452/15;0.975120808;207.93;10.0;06.фев;223.7
2238;2,00903E+11;Товар_2763;РАО «Мишина Трофимов»;26.09.2021;3806037.627522409;16.09.2021;nn-453/15;6.926478086;541.44;10.0;38.49;602.26
3907;2,00339E+11;Товар_3736;Петров и партнеры;05.07.2021;2022804.7320429047;18.07.2021;nn-454/15;2.427492941;1018.91;10.0;77.81;1158.01
2245;2,00759E+11;Товар_2258;Главное управление обустройства войск (ГУОВ);29.07.2021;2641769.862346006;09.06.2021;nn-455/15;0.764729119;35.34;10.0;17.61;41.63
3241;2,0111E+11;Товар_5526;Авилон АГ;01.10.2021;7122213.337350238;11.10.2021;nn-456/15;3.186377002;165.41;10.0;янв.23;169.95
3146;2,00358E+11;Товар_2882;Сидорова Лимитед;20.09.2021;2013534.7887758869;17.07.2021;nn-457/15;10.210434205;859.01;10.0;52.15;964.79
3386;2,01519E+11;Товар_5062;Рожков Инкорпорэйтед;13.05.2021;16000840.8;10.03.2021;nn-458/15;1.232067589;166.47;20.0;36.27;198.7
3016;2,00394E+11;Товар_2613;ЗАО «Романова»;01.07.2021;2026193.4003111687;04.06.2021;nn-459/15;1.177010792;401.65;10.0;20.81;428.65
2126;2,00742E+11;Товар_4533;Гришина Инк;02.07.2021;2319809.1425240254;06.09.2021;nn-460/15;1.57264443;95.33;20.0;апр.54;103.19
3140;2,01023E+11;Товар_4333;ЗАО «Крылов Шубина»;13.11.2021;3186908.765721039;22.11.2021;nn-461/15;0.325323743;1141.46;10.0;87.83;1286.24
3673;2,00867E+11;Товар_2299;Группа Содружество;03.11.2021;2707171.1504718075;04.11.2021;nn-462/15;3.344728265;133.54;10.0;ноя.76;141.46
1896;2,01352E+11;Товар_4329;ЗАО «Фадеева»;22.01.2021;11050400.191168236;15.04.2021;nn-463/15;0.700352951;196.69;10.0;0.5;204.01
62;2,01218E+11;Товар_482;НПО «Большаков»;03.03.2021;11090745.364823652;23.04.2021;nn-464/15;1.981793465;20.49;20.0;май.77;22.31
3169;2,00466E+11;Товар_1398;ИП «Кузнецова»;04.11.2021;2056446.0708247195;23.09.2021;nn-465/15;4.347820398;300.76;10.0;18.47;333.63
1725;2,00453E+11;Товар_1085;Силина Групп;19.10.2021;2036592.0337861727;17.10.2021;nn-466/15;0.082837838;394.89;10.0;37.76;429.37
2214;2,01272E+11;Товар_2918;ИП «Смирнова»;15.09.2021;4530270.886948729;25.09.2021;nn-467/15;1.367285171;353.79;10.0;25.апр;381.22
4167;2,01015E+11;Товар_4373;ИП «Бобылева, Миронова и Шашкова»;31.05.2021;3719260.05614034;15.07.2021;nn-468/15;8.570063564;576.79;10.0;19.32;619.78
4908;2,01459E+11;Товар_5850;ММС Рус (Mitsubishi Motors);26.05.2021;14855588.111977976;09.07.2021;nn-469/15;20.849938645;354.32;20.0;18.июл;383.9
1892;2,01107E+11;Товар_2692;Юдин и партнеры;06.06.2021;5566580.852221001;16.07.2021;nn-470/15;1.098467706;12.май;10.0;0.65;12.мар
3187;2,01042E+11;Товар_3088;ООО «Уваров Прохоров»;16.06.2021;4563064.975331341;05.07.2021;nn-471/15;0.481223362;773.11;10.0;34.53;840.76
2455;2,0044E+11;Товар_2501;Мосметрострой;16.08.2020;2035593.6467976512;17.01.2021;nn-472/15;2.449484749;975.34;10.0;54.79;1062.64
1211;2,00436E+11;Товар_4205;ОПХ (Heineken);15.07.2021;2014223.6020181405;30.07.2021;nn-473/15;3.328058855;81.17;20.0;22.95;96.2
1579;2,00633E+11;Товар_2473;НПО «Федотов Лапина»;22.06.2021;2107731.9280329226;05.06.2021;nn-474/15;2.920309621;200.87;20.0;07.июл;214.15
4437;2,01124E+11;Товар_4836;ООО «Ершова Цветков»;06.11.2021;4764946.182229104;17.10.2021;nn-475/15;5.767729154;420.82;10.0;214.62;484.97
1512;2,00765E+11;Товар_1818;ОАО «Котова»;18.09.2021;2469282.272461927;02.10.2021;nn-476/15;0.830923493;112.14;20.0;24.июн;128.06
1920;2,00518E+11;Товар_619;НПО «Лобанов-Лыткина»;15.07.2021;2053500.7746962504;14.08.2021;nn-477/15;0.473361263;321.76;10.0;15.32;349.78
4916;2,0106E+11;Товар_3514;АО «Матвеев-Носкова»;05.03.2021;4780226.980765346;14.05.2021;nn-478/15;13.178929295;893.98;10.0;74.92;995.6
3963;2,01121E+11;Товар_1856;Башкирэнерго;14.11.2021;3530744.9897319684;28.10.2021;nn-479/15;6.81680005;38.19;10.0;16.янв;43.45
4287;2,00216E+11;Товар_2058;Чернова Лимитед;19.09.2021;2001836.620100916;06.09.2021;nn-480/15;6.334724013;266.11;20.0;51.59;310.13
3816;2,0031E+11;Товар_2918;ИП «Попова-Суворова»;21.08.2021;2006593.1723702103;16.09.2021;nn-481/15;6.060273989;346.52;10.0;27.97;376.36
2333;2,0149E+11;Товар_2909;АО «Брагина-Орлова»;15.07.2021;16000840.8;20.07.2021;nn-482/15;1.029717351;368.48;20.0;апр.53;395.6
1557;2,01444E+11;Товар_2996;ЗАО «Кузнецова, Жукова и Зимина»;06.08.2021;13323928.777886298;21.05.2021;nn-483/15;8.460984571;254.25;20.0;03.апр;274.46
3220;2,00347E+11;Товар_1068;ЗАО «Федорова, Лебедева и Виноградова»;11.06.2021;2067213.9226705504;20.05.2021;nn-484/15;0.535395299;701.25;10.0;56.69;782.42
1573;2,01068E+11;Товар_3067;Ильина Лтд;22.05.2021;5527722.315987908;14.06.2021;nn-485/15;1.274897918;398.39;10.0;70.81;462.25
3783;2,00635E+11;Товар_2366;Почта России;25.08.2021;2252330.302847045;15.09.2021;nn-486/15;6.795191778;514.2;10.0;19.46;566.73
2480;2,01453E+11;Товар_4171;Эйвон Бьюти Продактс Компани (Avon);20.03.2021;15087901.091556186;05.03.2021;nn-487/15;3.660785154;272.75;10.0;31.92;296.9
4795;2,00149E+11;Товар_3021;РАО «Трофимов Соболев»;30.11.2021;2000010.6431753864;09.12.2021;nn-488/15;8.590852732;199.0;10.0;21.63;210.74
790;2,01471E+11;Товар_1517;ЗАО «Романова, Гусева и Тимофеева»;31.03.2021;10157065.585567707;20.05.2021;nn-489/15;0.083443224;30.86;10.0;22.49;36.08
284;2,01031E+11;Товар_1118;АО «Симонов Зиновьев»;13.01.2021;3686315.345999252;11.06.2021;nn-490/15;0.172818049;269.86;10.0;18.53;299.75
3374;2,00874E+11;Товар_3588;Большакова Инк;09.04.2021;4590716.544940729;05.04.2021;nn-491/15;3.901152132;451.56;10.0;43.74;508.51
2706;2,0051E+11;Товар_2001;ООО «Гаврилов Кузнецов»;18.10.2021;2065766.197601752;20.10.2021;nn-492/15;1.563283754;270.59;20.0;48.89;307.61
4111;2,00968E+11;Товар_2143;Шестакова Групп;23.10.2021;4435567.838099534;11.10.2021;nn-493/15;2.929698834;121.03;20.0;27.36;142.31
2539;2,00686E+11;Товар_10;РАО «Некрасова»;23.06.2021;2307064.8745599594;08.07.2021;nn-494/15;1.576952746;413.86;10.0;25.0;433.65
4659;2,01036E+11;Товар_2420;ООО «Шубин»;30.05.2021;4405753.686786593;13.04.2021;nn-495/15;38.382937306;1913.32;10.0;231.5;2164.65
172;2,01478E+11;Товар_4714;ИП «Копылов, Киселев и Самсонов»;06.09.2020;13149567.010342369;19.01.2021;nn-496/15;0.042881769;21.86;10.0;мар.13;24.64
3520;2,01576E+11;Товар_5094;ЗАО «Быков»;19.04.2021;16000840.8;16.05.2021;nn-497/15;16.536263226;521.33;10.0;73.8;588.36
1128;2,00545E+11;Товар_2206;ОАО «Потапова, Дементьев и Гущин»;16.09.2021;2247014.4181265053;18.09.2021;nn-498/15;2.002982699;300.6;20.0;84.17;359.97
993;2,00812E+11;Товар_1977;НПО «Беспалов Шубина»;01.01.2021;3042838.2090085866;30.11.2020;nn-499/15;0.218940943;723.85;10.0;80.98;801.98
3227;2,00151E+11;Товар_3582;Давыдов Лтд;23.08.2021;2000012.1641370591;28.10.2021;nn-500/15;0.410324745;928.03;20.0;26.33;1015.06
4031;2,01353E+11;Товар_5415;ИП «Зимина, Пестова и Морозова»;12.08.2021;12489571.066508528;10.08.2021;nn-501/15;6.037288088;24.44;20.0;6.0;29.69
4171;2,00878E+11;Товар_4629;Дорофеев Инк;19.08.2021;2826243.2621162804;31.08.2021;nn-502/15;7.025941809;1339.33;10.0;169.34;1480.1
1972;2,00736E+11;Товар_513;АО «Мишин Лобанов»;24.02.2021;2426780.390162248;17.02.2021;nn-503/15;0.798684647;300.22;20.0;64.27;347.83
962;2,0102E+11;Товар_259;РАО «Герасимов»;16.09.2021;2841678.5403590766;24.08.2021;nn-504/15;0.325428091;269.28;20.0;79.91;319.0
3095;2,01457E+11;Товар_5059;РАО «Белоусов-Соболев»;22.10.2021;11930599.77223636;19.10.2021;nn-505/15;10.977031592;1043.65;10.0;28.85;1107.73
514;2,00801E+11;Товар_343;ОАО «Панова, Алексеев и Тетерина»;06.07.2021;2284446.333905371;29.07.2021;nn-506/15;2.998638656;653.08;10.0;66.84;732.02
222;2,00697E+11;Товар_2290;ООО «Чернов»;29.04.2021;2373751.5237721987;30.03.2021;nn-507/15;0.309008293;361.86;;25.июл;417.93
870;2,00364E+11;Товар_1475;РАО «Ширяев»;20.03.2021;2016032.9152422885;05.08.2021;nn-508/15;0.538178065;112.42;;май.77;129.79
2029;2,0048E+11;Товар_867;ЗАО «Бобылева-Казакова»;02.08.2021;2235982.969456056;01.07.2021;nn-509/15;0.877472666;63.34;10.0;22.72;67.95
1919;2,00236E+11;Товар_1855;АО «Зыкова»;05.09.2021;2000658.683917448;12.09.2021;nn-510/15;1.409864677;198.73;20.0;39.74;213.02
3058;2,01101E+11;Товар_4626;ИП «Жданова, Гуляев и Соловьева»;06.08.2021;4998261.367555171;06.08.2021;nn-511/15;0.951074543;фев.35;20.0;0.99;фев.89
2342;2,01245E+11;Товар_5230;ЗАО «Павлов»;13.08.2021;9061597.636422012;08.10.2021;nn-512/15;6.147216376;373.04;10.0;ноя.13;404.06
3077;2,00111E+11;Товар_615;ООО «Лазарев-Рожкова»;04.08.2021;2000010.0453950088;09.09.2021;nn-513/15;5.00149506;176.71;10.0;14.83;190.12
2138;2,00185E+11;Товар_1156;РАО «Козлов-Андреева»;19.10.2020;2000048.5905350144;22.03.2021;nn-514/15;4.790627501;925.03;10.0;115.19;1010.43
4482;2,01125E+11;Товар_5412;Соколов Лимитед;10.04.2021;6028685.58524069;25.02.2021;nn-515/15;6.668024457;43.48;10.0;03.май;44.05
3999;2,00111E+11;Товар_550;ОАО «Рыбаков, Соловьев и Белоусова»;07.03.2021;2000010.2112725987;10.04.2021;nn-516/15;1.877313739;342.51;10.0;62.42;397.53
3969;2,00218E+11;Товар_1239;ЗАО «Кулаков-Костина»;06.08.2021;2000047.9410624176;17.06.2021;nn-517/15;4.00573601;821.8;10.0;27.84;867.45
3371;2,00263E+11;Товар_52;КамАЗ;14.09.2021;2001165.861270605;09.09.2021;nn-518/15;7.02919017;1092.29;10.0;91.96;1182.42
2766;2,00188E+11;Товар_506;ООО «Моисеев»;23.03.2021;2000181.614685537;07.03.2021;nn-519/15;0.57779994;486.79;10.0;57.91;557.45
4007;2,01458E+11;Товар_5632;ООО «Лапина Егоров»;21.03.2021;16000840.8;10.05.2021;nn-520/15;7.429309636;149.94;20.0;41.76;168.41
4095;2,00724E+11;Товар_3125;АО «Гурьева-Нестеров»;15.07.2021;3093759.3479717504;08.09.2021;nn-521/15;0.06011453;463.71;10.0;16.33;496.06
4780;2,00626E+11;Товар_4869;ОАО «Алексеев»;17.04.2021;2325743.2596664517;12.05.2021;nn-522/15;4.29483639;93.56;10.0;дек.41;98.5
2541;2,01297E+11;Товар_3464;ИП «Горшков Стрелков»;20.08.2021;11400751.829374734;03.08.2021;nn-523/15;2.035190444;146.83;10.0;14.25;159.74
488;2,01223E+11;Товар_1753;РАО «Белов-Беляков»;05.11.2021;9083537.68249346;13.11.2021;nn-524/15;0.15197995;215.41;10.0;сен.13;232.43
3560;2,01206E+11;Товар_4507;Евсеева Лтд;01.09.2021;7056743.345885626;21.09.2021;nn-525/15;0.290138769;125.17;10.0;15.78;143.57
1691;2,00995E+11;Товар_2230;ООО «Мишина»;14.07.2021;3657724.202469708;21.06.2021;nn-526/15;0.305337627;3225.04;10.0;209.43;3511.04
4192;2,01405E+11;Товар_5372;АО «Попова»;01.09.2021;12740289.518420871;08.09.2021;nn-527/15;7.684838862;291.44;20.0;16.29;329.86
81;2,01105E+11;Товар_1607;ИП «Пахомова, Терентьев и Шарова»;08.04.2020;4391214.82756812;16.05.2020;nn-528/15;0.446342629;76.75;20.0;авг.53;87.66
